Data Import Template,,,
Table:,Item Price,,
,,,
,,,
Notes:,,,
Please do not change the template headings.,,,
First data column must be blank.,,,
"If you are uploading new records, leave the ""name"" (ID) column blank.",,,
"If you are uploading new records, ""Naming Series"" becomes mandatory, if present.",,,
Only mandatory fields are necessary for new records. You can delete non-mandatory columns if you wish.,,,
"For updating, you can update only selective columns.",,,
You can only upload upto 5000 records in one go. (may be less in some cases),,,
,,,
DocType:,Item Price,,
Column Labels:,Item Code,Price List,Rate
Column Name:,item_code,price_list,price_list_rate
Mandatory:,Yes,Yes,Yes
Type:,Link,Link,Currency
Info:,Valid Item,Valid Price List,
Start entering data below this line,,,
,3569,Standard Selling,"1,200"
,1352,Standard Selling,600
,1355,Standard Selling,900
,1354,Standard Selling,"1,200"
,1357,Standard Selling,900
,1333,Standard Selling,100
,1484,Standard Selling,400
,1349,Standard Selling,200
,1395,Standard Selling,200
,1485,Standard Selling,200
,1345,Standard Selling,"1,000.00"
,3268,Standard Selling,400
,3269,Standard Selling,400
,3270,Standard Selling,400
,3286,Standard Selling,800
,3364,Standard Selling,"1,000.00"
,3365,Standard Selling,"1,000.00"
,3366,Standard Selling,"1,000.00"
,3367,Standard Selling,400
,3368,Standard Selling,800
,3369,Standard Selling,"1,000.00"
,3370,Standard Selling,200
,1369,Standard Selling,400
,3371,Standard Selling,100
,3372,Standard Selling,700
,3373,Standard Selling,"1,000.00"
,3374,Standard Selling,600
,3375,Standard Selling,400
,3394,Standard Selling,100
,1371,Standard Selling,600
,3415,Standard Selling,300
,3427,Standard Selling,600
,3564,Standard Selling,600
,3570,Standard Selling,600
,3571,Standard Selling,600
,1370,Standard Selling,600
,1373,Standard Selling,600
,1372,Standard Selling,600
,1375,Standard Selling,600
,1374,Standard Selling,700
,1377,Standard Selling,600
,1376,Standard Selling,"1,000.00"
,1332,Standard Selling,600
,1396,Standard Selling,600
,1378,Standard Selling,600
,1348,Standard Selling,600
,1397,Standard Selling,"1,400.00"
,1487,Standard Selling,"1,400.00"
,1488,Standard Selling,900
,1379,Standard Selling,"1,200.00"
,1398,Standard Selling,"1,400.00"
,1489,Standard Selling,700
,3396,Standard Selling,"1,200.00"
,1404,Standard Selling,"1,400.00"
,3260,Standard Selling,900
,3256,Standard Selling,"1,200"
,3255,Standard Selling,600
,3257,Standard Selling,900
,1342,Standard Selling,"1,200"
,1403,Standard Selling,900
,3259,Standard Selling,100
,3258,Standard Selling,400
,3514,Standard Selling,200
,3496,Standard Selling,200
,3497,Standard Selling,200
,3498,Standard Selling,"1,000.00"
,1343,Standard Selling,400
,1292,Standard Selling,400
,1289,Standard Selling,400
,1295,Standard Selling,800
,1293,Standard Selling,"1,000.00"
,1299,Standard Selling,"1,000.00"
,1297,Standard Selling,"1,000.00"
,1328,Standard Selling,400
,1330,Standard Selling,800
,1301,Standard Selling,"1,000.00"
,1329,Standard Selling,200
,1361,Standard Selling,400
,1323,Standard Selling,100
,1320,Standard Selling,700
,1356,Standard Selling,"1,000.00"
,1316,Standard Selling,600
,1318,Standard Selling,400
,3410,Standard Selling,100
,3425,Standard Selling,600
,3426,Standard Selling,300
,3481,Standard Selling,600
,3483,Standard Selling,600
,3485,Standard Selling,600
,3538,Standard Selling,600
,3539,Standard Selling,600
,3540,Standard Selling,600
,3397,Standard Selling,600
,3210,Standard Selling,600
,3214,Standard Selling,700
,3217,Standard Selling,600
,3212,Standard Selling,"1,000.00"
,3213,Standard Selling,600
,3215,Standard Selling,600
,3216,Standard Selling,600
,3211,Standard Selling,600
,3493,Standard Selling,"1,400.00"
,3494,Standard Selling,"1,400.00"
,3495,Standard Selling,900
,3451,Standard Selling,"1,200.00"
,3452,Standard Selling,"1,400.00"
,3456,Standard Selling,700
,3457,Standard Selling,"1,200.00"
,3458,Standard Selling,"1,400.00"
,3459,Standard Selling,900
,3461,Standard Selling,"1,200"
,3462,Standard Selling,600
,3619,Standard Selling,900
,3515,Standard Selling,"1,200"
,3511,Standard Selling,900
,3512,Standard Selling,100
,3513,Standard Selling,400
,3463,Standard Selling,200
,3464,Standard Selling,200
,3466,Standard Selling,200
,3467,Standard Selling,"1,000.00"
,3468,Standard Selling,400
,3469,Standard Selling,400
,3470,Standard Selling,400
,3472,Standard Selling,800
,3473,Standard Selling,"1,000.00"
,3516,Standard Selling,"1,000.00"
,3508,Standard Selling,"1,000.00"
,3509,Standard Selling,400
,3510,Standard Selling,800
,3287,Standard Selling,"1,000.00"
,3288,Standard Selling,200
,3294,Standard Selling,400
,3292,Standard Selling,100
,3291,Standard Selling,700
,3290,Standard Selling,"1,000.00"
,3293,Standard Selling,600
,3289,Standard Selling,400
,3517,Standard Selling,100
,3499,Standard Selling,600
,3500,Standard Selling,300
,3501,Standard Selling,600
,3333,Standard Selling,600
,1424,Standard Selling,600
,3335,Standard Selling,600
,1425,Standard Selling,600
,1405,Standard Selling,600
,3337,Standard Selling,600
,3327,Standard Selling,600
,3329,Standard Selling,700
,3518,Standard Selling,600
,3505,Standard Selling,"1,000.00"
,3506,Standard Selling,600
,3507,Standard Selling,600
,1407,Standard Selling,600
,1406,Standard Selling,600
,1409,Standard Selling,"1,400.00"
,1408,Standard Selling,"1,400.00"
,1411,Standard Selling,900
,1410,Standard Selling,"1,200.00"
,1413,Standard Selling,"1,400.00"
,1412,Standard Selling,700
,1415,Standard Selling,"1,200.00"
,1416,Standard Selling,"1,400.00"
,1414,Standard Selling,900
,1419,Standard Selling,"1,200"
,1420,Standard Selling,600
,1417,Standard Selling,900
,1418,Standard Selling,"1,200"
,1423,Standard Selling,900
,1421,Standard Selling,100
,1422,Standard Selling,400
,3310,Standard Selling,200
,3312,Standard Selling,200
,3316,Standard Selling,200
,3309,Standard Selling,"1,000.00"
,3315,Standard Selling,400
,3313,Standard Selling,400
,3311,Standard Selling,400
,3314,Standard Selling,800
,3519,Standard Selling,"1,000.00"
,3502,Standard Selling,"1,000.00"
,3503,Standard Selling,"1,000.00"
,3504,Standard Selling,400
,1278,Standard Selling,800
,1402,Standard Selling,"1,000.00"
,1399,Standard Selling,200
,1327,Standard Selling,400
,1400,Standard Selling,100
,1326,Standard Selling,700
,1325,Standard Selling,"1,000.00"
,1256,Standard Selling,600
,1257,Standard Selling,400
,1258,Standard Selling,100
,1259,Standard Selling,600
,1251,Standard Selling,300
,1254,Standard Selling,600
,1249,Standard Selling,600
,1360,Standard Selling,600
,1283,Standard Selling,600
,1248,Standard Selling,600
,1255,Standard Selling,600
,1401,Standard Selling,600
,1247,Standard Selling,600
,1359,Standard Selling,700
,3474,Standard Selling,600
,3475,Standard Selling,"1,000.00"
,3476,Standard Selling,600
,3477,Standard Selling,600
,3478,Standard Selling,600
,3479,Standard Selling,600
,3480,Standard Selling,"1,400.00"
,3523,Standard Selling,"1,400.00"
,3524,Standard Selling,900
,3525,Standard Selling,"1,200.00"
,3520,Standard Selling,"1,400.00"
,3521,Standard Selling,700
,3522,Standard Selling,"1,200.00"
,3393,Standard Selling,"1,400.00"
,1362,Standard Selling,900
,3416,Standard Selling,"1,200"
,3488,Standard Selling,600
,3490,Standard Selling,900
,3492,Standard Selling,"1,200"
,1363,Standard Selling,900
,1334,Standard Selling,100
,1431,Standard Selling,400
,1430,Standard Selling,200
,1367,Standard Selling,200
,1339,Standard Selling,200
,1432,Standard Selling,"1,000.00"
,1433,Standard Selling,400
,1453,Standard Selling,400
,1454,Standard Selling,400
,1434,Standard Selling,800
,1436,Standard Selling,"1,000.00"
,1435,Standard Selling,"1,000.00"
,1438,Standard Selling,"1,000.00"
,1437,Standard Selling,400
,1440,Standard Selling,800
,1439,Standard Selling,"1,000.00"
,1442,Standard Selling,200
,1441,Standard Selling,400
,1444,Standard Selling,100
,1445,Standard Selling,700
,1443,Standard Selling,"1,000.00"
,1448,Standard Selling,600
,1449,Standard Selling,400
,1446,Standard Selling,100
,1447,Standard Selling,600
,1452,Standard Selling,300
,1450,Standard Selling,600
,1451,Standard Selling,600
,1366,Standard Selling,600
,3419,Standard Selling,600
,1336,Standard Selling,600
,1337,Standard Selling,600
,1341,Standard Selling,600
,1455,Standard Selling,600
,1347,Standard Selling,700
,1456,Standard Selling,600
,1458,Standard Selling,"1,000.00"
,1457,Standard Selling,600
,1459,Standard Selling,600
,3775,Standard Selling,600
,270,Standard Selling,600
,272,Standard Selling,"1,400.00"
,271,Standard Selling,"1,400.00"
,186,Standard Selling,900
,183,Standard Selling,"1,200.00"
,273,Standard Selling,"1,400.00"
,275,Standard Selling,700
,219,Standard Selling,"1,200.00"
,218,Standard Selling,"1,400.00"
,274,Standard Selling,900
,216,Standard Selling,"1,200"
,4933,Standard Selling,600
,174,Standard Selling,900
,164,Standard Selling,"1,200"
,3776,Standard Selling,900
,4488,Standard Selling,100
,215,Standard Selling,400
,285,Standard Selling,200
,282,Standard Selling,200
,3777,Standard Selling,200
,288,Standard Selling,"1,000.00"
,289,Standard Selling,400
,290,Standard Selling,400
,217,Standard Selling,400
,4490,Standard Selling,800
,4492,Standard Selling,"1,000.00"
,4491,Standard Selling,"1,000.00"
,4970,Standard Selling,"1,000.00"
,4493,Standard Selling,400
,4914,Standard Selling,800
,227,Standard Selling,"1,000.00"
,4915,Standard Selling,200
,4972,Standard Selling,400
,4917,Standard Selling,100
,4918,Standard Selling,700
,4916,Standard Selling,"1,000.00"
,4971,Standard Selling,600
,4920,Standard Selling,400
,4973,Standard Selling,100
,4921,Standard Selling,600
,202,Standard Selling,300
,201,Standard Selling,600
,206,Standard Selling,600
,199,Standard Selling,600
,222,Standard Selling,600
,200,Standard Selling,600
,195,Standard Selling,600
,191,Standard Selling,600
,188,Standard Selling,600
,4985,Standard Selling,700
,4922,Standard Selling,600
,254,Standard Selling,"1,000.00"
,253,Standard Selling,600
,255,Standard Selling,600
,190,Standard Selling,600
,192,Standard Selling,600
,4923,Standard Selling,"1,400.00"
,4924,Standard Selling,"1,400.00"
,4926,Standard Selling,900
,4974,Standard Selling,"1,200.00"
,181,Standard Selling,"1,400.00"
,185,Standard Selling,700
,4927,Standard Selling,"1,200.00"
,4968,Standard Selling,"1,400.00"
,4969,Standard Selling,900
,4928,Standard Selling,"1,200"
,4934,Standard Selling,600
,4935,Standard Selling,900
,168,Standard Selling,"1,200"
,4930,Standard Selling,900
,4936,Standard Selling,100
,179,Standard Selling,400
,176,Standard Selling,200
,262,Standard Selling,200
,261,Standard Selling,200
,4977,Standard Selling,"1,000.00"
,4976,Standard Selling,400
,4967,Standard Selling,400
,193,Standard Selling,400
,265,Standard Selling,800
,266,Standard Selling,"1,000.00"
,4938,Standard Selling,"1,000.00"
,4939,Standard Selling,"1,000.00"
,4978,Standard Selling,400
,4940,Standard Selling,800
,4979,Standard Selling,"1,000.00"
,225,Standard Selling,200
,224,Standard Selling,400
,4944,Standard Selling,100
,4983,Standard Selling,700
,4943,Standard Selling,"1,000.00"
,4982,Standard Selling,600
,208,Standard Selling,400
,204,Standard Selling,100
,4945,Standard Selling,600
,4946,Standard Selling,300
,3791,Standard Selling,600
,3792,Standard Selling,600
,3793,Standard Selling,600
,3794,Standard Selling,600
,3795,Standard Selling,600
,3796,Standard Selling,600
,3797,Standard Selling,600
,3782,Standard Selling,600
,3783,Standard Selling,700
,3784,Standard Selling,600
,3785,Standard Selling,"1,000.00"
,3786,Standard Selling,600
,3787,Standard Selling,600
,3788,Standard Selling,600
,3789,Standard Selling,600
,3799,Standard Selling,"1,400.00"
,3778,Standard Selling,"1,400.00"
,3779,Standard Selling,900
,3780,Standard Selling,"1,200.00"
,4947,Standard Selling,"1,400.00"
,4948,Standard Selling,700
,4949,Standard Selling,"1,200.00"
,4950,Standard Selling,"1,400.00"
,4951,Standard Selling,900
,4952,Standard Selling,"1,200"
,4953,Standard Selling,600
,4954,Standard Selling,900
,4955,Standard Selling,"1,200"
,4957,Standard Selling,900
,4956,Standard Selling,100
,4958,Standard Selling,100
,4959,Standard Selling,400
,4960,Standard Selling,200
,4961,Standard Selling,200
